2026-04-09 17:13:39 | app_user | employee | s1 | 10.0.0.12 | desktop | prod | public | SELECT | products | SUCCESS | 1 | 10 | SELECT COUNT(*) FROM products WHERE category = 'home';
2026-04-09 17:13:52 | report_svc | employee | s13 | 10.0.0.40 | desktop | prod | public | SELECT | products | SUCCESS | 78 | 0 | SELECT * FROM products WHERE stock > 53;
2026-04-09 17:13:52 | report_svc | employee | s13 | 10.0.0.40 | desktop | prod | public | UPDATE | customers | SUCCESS | 1 | 1 | UPDATE customers SET status = 'active' WHERE customer_id = 123;
2026-04-09 17:13:53 | report_svc | employee | s13 | 10.0.0.40 | desktop | prod | public | UPDATE | customers | SUCCESS | 1 | 0 | UPDATE customers SET city = 'Pomona' WHERE customer_id = 147;
2026-04-09 17:13:53 | report_svc | employee | s13 | 10.0.0.40 | desktop | prod | public | UPDATE | products | SUCCESS | 1 | 0 | UPDATE products SET stock = 149 WHERE product_id = 28;
2026-04-09 17:13:53 | report_svc | employee | s13 | 10.0.0.40 | desktop | prod | public | SELECT | customers | SUCCESS | 52 | 0 | SELECT * FROM customers WHERE created_date > '2026-03-01';
2026-04-09 17:13:53 | report_svc | employee | s13 | 10.0.0.40 | desktop | prod | public | UPDATE | customers | SUCCESS | 1 | 0 | UPDATE customers SET last_login = '2026-03-01' WHERE customer_id = 52;
2026-04-09 17:13:53 | report_svc | employee | s13 | 10.0.0.40 | desktop | prod | public | UPDATE | customers | SUCCESS | 1 | 0 | UPDATE customers SET status = 'pending' WHERE customer_id = 137;
2026-04-09 17:13:53 | report_svc | employee | s13 | 10.0.0.40 | desktop | prod | public | INSERT | customers | SUCCESS | 1 | 0 | INSERT INTO customers (name, city, email, status) VALUES ('user_108', 'Claremont', 'u108@mail.com', 'active');
2026-04-09 17:13:53 | report_svc | employee | s13 | 10.0.0.40 | desktop | prod | public | UPDATE | customers | SUCCESS | 1 | 0 | UPDATE customers SET last_login = '2026-02-18' WHERE customer_id = 195;
2026-04-09 17:13:53 | report_svc | employee | s13 | 10.0.0.40 | desktop | prod | public | SELECT | orders | SUCCESS | 2 | 0 | SELECT * FROM orders WHERE customer_id = 105;
2026-04-09 17:13:53 | report_svc | employee | s13 | 10.0.0.40 | desktop | prod | public | SELECT | orders | SUCCESS | 453 | 0 | SELECT * FROM orders WHERE total > 71.16;
2026-04-09 17:13:53 | report_svc | employee | s13 | 10.0.0.40 | desktop | prod | public | INSERT | customers | SUCCESS | 1 | 0 | INSERT INTO customers (name, city, email, status) VALUES ('user_102', 'Claremont', 'u102@mail.com', 'active');
2026-04-09 17:13:53 | report_svc | employee | s13 | 10.0.0.40 | desktop | prod | public | SELECT | customers | SUCCESS | 1 | 0 | SELECT COUNT(*) FROM customers WHERE status = 'pending';
2026-04-09 17:13:53 | report_svc | employee | s13 | 10.0.0.40 | desktop | prod | public | SELECT | products | SUCCESS | 60 | 0 | SELECT * FROM products WHERE stock > 81;
2026-04-09 17:13:53 | report_svc | employee | s13 | 10.0.0.40 | desktop | prod | public | UPDATE | customers | SUCCESS | 1 | 1 | UPDATE customers SET last_login = '2026-04-06' WHERE customer_id = 112;

2026-04-09 17:13:53 | dev_user | employee | s14 | 10.0.0.30 | laptop | prod | public | SELECT | orders | SUCCESS | 39 | 1 | SELECT * FROM orders WHERE order_date > '2026-04-06';
2026-04-09 17:13:53 | dev_user | employee | s14 | 10.0.0.30 | laptop | prod | public | SELECT | products | SUCCESS | 71 | 1 | SELECT * FROM products WHERE price > 150;
2026-04-09 17:13:53 | dev_user | employee | s14 | 10.0.0.30 | laptop | prod | public | SELECT | orders | SUCCESS | 157 | 1 | SELECT * FROM orders WHERE total > 357.74;
2026-04-09 17:13:53 | dev_user | employee | s14 | 10.0.0.30 | laptop | prod | public | SELECT | orders | SUCCESS | 1 | 1 | SELECT COUNT(*) FROM orders WHERE order_date > '2026-03-07';
2026-04-09 17:13:53 | dev_user | employee | s14 | 10.0.0.30 | laptop | prod | public | UPDATE | products | SUCCESS | 1 | 2 | UPDATE products SET stock = 62 WHERE product_id = 33;
2026-04-09 17:13:53 | dev_user | employee | s14 | 10.0.0.30 | laptop | prod | public | UPDATE | customers | SUCCESS | 1 | 1 | UPDATE customers SET city = 'Azusa' WHERE customer_id = 199;
2026-04-09 17:13:53 | dev_user | employee | s14 | 10.0.0.30 | laptop | prod | public | SELECT | customers | SUCCESS | 1 | 0 | SELECT name, email FROM customers WHERE customer_id = 81;
2026-04-09 17:13:53 | dev_user | employee | s14 | 10.0.0.30 | laptop | prod | public | UPDATE | products | SUCCESS | 1 | 1 | UPDATE products SET price = 364.87 WHERE product_id = 61;
2026-04-09 17:13:53 | dev_user | employee | s14 | 10.0.0.30 | laptop | prod | public | SELECT | customers | SUCCESS | 1 | 1 | SELECT COUNT(*) FROM customers WHERE status = 'active';
2026-04-09 17:13:53 | dev_user | employee | s14 | 10.0.0.30 | laptop | prod | public | SELECT | orders | SUCCESS | 197 | 1 | SELECT * FROM orders WHERE total > 314.64;
2026-04-09 17:13:53 | dev_user | employee | s14 | 10.0.0.30 | laptop | prod | public | SELECT | products | SUCCESS | 1 | 0 | SELECT COUNT(*) FROM products WHERE category = 'clothing';
2026-04-09 17:13:53 | dev_user | employee | s14 | 10.0.0.30 | laptop | prod | public | INSERT | customers | SUCCESS | 1 | 1 | INSERT INTO customers (name, city, email, status) VALUES ('user_176', 'Fullerton', 'u176@mail.com', 'inactive');
2026-04-09 17:13:53 | dev_user | employee | s14 | 10.0.0.30 | laptop | prod | public | SELECT | customers | SUCCESS | 121 | 1 | SELECT * FROM customers WHERE last_login > '2026-03-22';
2026-04-09 17:13:53 | dev_user | employee | s14 | 10.0.0.30 | laptop | prod | public | UPDATE | customers | SUCCESS | 1 | 1 | UPDATE customers SET city = 'Burbank' WHERE customer_id = 54;
2026-04-09 17:13:53 | dev_user | employee | s14 | 10.0.0.30 | laptop | prod | public | SELECT | products | SUCCESS | 92 | 0 | SELECT * FROM products WHERE stock > 18;
2026-04-09 17:13:54 | dev_user | employee | s14 | 10.0.0.30 | laptop | prod | public | SELECT | products | SUCCESS | 62 | 0 | SELECT * FROM products WHERE price > 200;
2026-04-09 17:13:54 | dev_user | employee | s14 | 10.0.0.30 | laptop | prod | public | INSERT | orders | SUCCESS | 1 | 2 | INSERT INTO orders (customer_id, total, status) VALUES (42, 410.63, 'inactive');
2026-04-09 17:13:54 | dev_user | employee | s14 | 10.0.0.30 | laptop | prod | public | SELECT | orders | SUCCESS | 4 | 1 | SELECT order_id, total FROM orders WHERE customer_id = 66;
2026-04-09 17:13:54 | dev_user | employee | s14 | 10.0.0.30 | laptop | prod | public | SELECT | customers | SUCCESS | 195 | 1 | SELECT * FROM customers WHERE last_login > '2026-02-28';
2026-04-09 17:13:54 | dev_user | employee | s14 | 10.0.0.30 | laptop | prod | public | SELECT | orders | SUCCESS | 3 | 0 | SELECT order_id, total FROM orders WHERE customer_id = 87;
2026-04-09 17:13:54 | dev_user | employee | s14 | 10.0.0.30 | laptop | prod | public | SELECT | customers | SUCCESS | 194 | 1 | SELECT * FROM customers WHERE last_login > '2026-03-02';
2026-04-09 17:13:54 | dev_user | employee | s14 | 10.0.0.30 | laptop | prod | public | INSERT | orders | SUCCESS | 1 | 1 | INSERT INTO orders (customer_id, total, status) VALUES (33, 337.77, 'active');
2026-04-09 17:13:54 | dev_user | employee | s14 | 10.0.0.30 | laptop | prod | public | SELECT | orders | SUCCESS | 2 | 0 | SELECT order_id, total FROM orders WHERE customer_id = 198;
2026-04-09 17:13:54 | dev_user | employee | s14 | 10.0.0.30 | laptop | prod | public | SELECT | products | SUCCESS | 60 | 0 | SELECT * FROM products WHERE stock > 84;
2026-04-09 17:13:54 | dev_user | employee | s14 | 10.0.0.30 | laptop | prod | public | SELECT | products | SUCCESS | 13 | 0 | SELECT * FROM products WHERE category = 'clothing';
2026-04-09 17:13:54 | dev_user | employee | s14 | 10.0.0.30 | laptop | prod | public | SELECT | orders | SUCCESS | 2 | 0 | SELECT order_id, total FROM orders WHERE customer_id = 164;
2026-04-09 17:13:54 | dev_user | employee | s14 | 10.0.0.30 | laptop | prod | public | SELECT | products | SUCCESS | 59 | 0 | SELECT * FROM products WHERE stock > 88;
2026-04-09 17:13:54 | dev_user | employee | s14 | 10.0.0.30 | laptop | prod | public | SELECT | products | SUCCESS | 15 | 0 | SELECT * FROM products WHERE price > 400;
2026-04-09 17:13:54 | dev_user | employee | s14 | 10.0.0.30 | laptop | prod | public | UPDATE | customers | SUCCESS | 1 | 1 | UPDATE customers SET last_login = '2026-04-03' WHERE customer_id = 184;
2026-04-09 17:13:54 | dev_user | employee | s14 | 10.0.0.30 | laptop | prod | public | UPDATE | customers | SUCCESS | 1 | 1 | UPDATE customers SET status = 'inactive' WHERE customer_id = 176;
2026-04-09 17:13:54 | dev_user | employee | s14 | 10.0.0.30 | laptop | prod | public | SELECT | customers | SUCCESS | 1 | 1 | SELECT COUNT(*) FROM customers WHERE status = 'active';
2026-04-09 17:13:54 | dev_user | employee | s14 | 10.0.0.30 | laptop | prod | public | SELECT | products | SUCCESS | 69 | 0 | SELECT * FROM products WHERE stock > 63;
2026-04-09 17:13:54 | dev_user | employee | s14 | 10.0.0.30 | laptop | prod | public | SELECT | customers | SUCCESS | 121 | 0 | SELECT * FROM customers WHERE last_login > '2026-03-22';
2026-04-09 17:13:54 | dev_user | employee | s14 | 10.0.0.30 | laptop | prod | public | SELECT | orders | SUCCESS | 3 | 0 | SELECT * FROM orders WHERE customer_id = 65;
2026-04-09 17:13:54 | dev_user | employee | s14 | 10.0.0.30 | laptop | prod | public | UPDATE | products | SUCCESS | 1 | 1 | UPDATE products SET price = 135.99 WHERE product_id = 13;
2026-04-09 17:13:54 | dev_user | employee | s14 | 10.0.0.30 | laptop | prod | public | SELECT | orders | SUCCESS | 227 | 0 | SELECT * FROM orders WHERE order_date > '2026-03-16';
2026-04-09 17:13:54 | dev_user | employee | s14 | 10.0.0.30 | laptop | prod | public | UPDATE | orders | SUCCESS | 1 | 1 | UPDATE orders SET status = 'inactive' WHERE order_id = 5;
2026-04-09 17:13:54 | dev_user | employee | s14 | 10.0.0.30 | laptop | prod | public | UPDATE | customers | SUCCESS | 1 | 1 | UPDATE customers SET status = 'inactive' WHERE customer_id = 153;
2026-04-09 17:13:54 | dev_user | employee | s14 | 10.0.0.30 | laptop | prod | public | SELECT | orders | SUCCESS | 121 | 0 | SELECT * FROM orders WHERE status = 'shipped';
2026-04-09 17:13:54 | dev_user | employee | s14 | 10.0.0.30 | laptop | prod | public | SELECT | products | SUCCESS | 1 | 0 | SELECT name, price FROM products WHERE product_id = 94;
2026-04-09 17:13:54 | dev_user | employee | s14 | 10.0.0.30 | laptop | prod | public | INSERT | orders | SUCCESS | 1 | 1 | INSERT INTO orders (customer_id, total, status) VALUES (139, 111.09, 'inactive');
2026-04-09 17:13:54 | dev_user | employee | s14 | 10.0.0.30 | laptop | prod | public | SELECT | customers | SUCCESS | 5 | 0 | SELECT * FROM customers WHERE last_login > '2026-04-08';
2026-04-09 17:13:54 | dev_user | employee | s14 | 10.0.0.30 | laptop | prod | public | UPDATE | products | SUCCESS | 1 | 1 | UPDATE products SET stock = 127 WHERE product_id = 47;
2026-04-09 17:13:54 | dev_user | employee | s14 | 10.0.0.30 | laptop | prod | public | SELECT | customers | SUCCESS | 192 | 1 | SELECT * FROM customers WHERE last_login > '2026-03-06';
2026-04-09 17:13:55 | dev_user | employee | s14 | 10.0.0.30 | laptop | prod | public | SELECT | customers | SUCCESS | 16 | 0 | SELECT * FROM customers WHERE city = 'Irvine';

2026-04-09 17:13:55 | app_user | employee | s15 | 10.0.0.12 | laptop | prod | public | SELECT | customers | SUCCESS | 16 | 3 | SELECT * FROM customers WHERE city = 'Irvine';
2026-04-09 17:13:55 | app_user | employee | s15 | 10.0.0.12 | laptop | prod | public | SELECT | products | SUCCESS | 92 | 2 | SELECT * FROM products WHERE price > 50;
2026-04-09 17:13:55 | app_user | employee | s15 | 10.0.0.12 | laptop | prod | public | SELECT | products | SUCCESS | 1 | 0 | SELECT name, price FROM products WHERE product_id = 85;
2026-04-09 17:13:55 | app_user | employee | s15 | 10.0.0.12 | laptop | prod | public | SELECT | products | SUCCESS | 1 | 0 | SELECT name, price FROM products WHERE product_id = 14;
2026-04-09 17:13:55 | app_user | employee | s15 | 10.0.0.12 | laptop | prod | public | SELECT | products | SUCCESS | 71 | 0 | SELECT * FROM products WHERE price > 150;
2026-04-09 17:13:55 | app_user | employee | s15 | 10.0.0.12 | laptop | prod | public | SELECT | customers | SUCCESS | 63 | 1 | SELECT * FROM customers WHERE created_date > '2026-02-21';
2026-04-09 17:13:55 | app_user | employee | s15 | 10.0.0.12 | laptop | prod | public | SELECT | products | SUCCESS | 1 | 0 | SELECT COUNT(*) FROM products WHERE category = 'toys';
2026-04-09 17:13:55 | app_user | employee | s15 | 10.0.0.12 | laptop | prod | public | SELECT | orders | SUCCESS | 499 | 1 | SELECT * FROM orders WHERE total > 38.11;
2026-04-09 17:13:55 | app_user | employee | s15 | 10.0.0.12 | laptop | prod | public | UPDATE | orders | SUCCESS | 1 | 1 | UPDATE orders SET status = 'pending' WHERE order_id = 89;
2026-04-09 17:13:55 | app_user | employee | s15 | 10.0.0.12 | laptop | prod | public | SELECT | products | SUCCESS | 12 | 0 | SELECT * FROM products WHERE category = 'garden';
2026-04-09 17:13:55 | app_user | employee | s15 | 10.0.0.12 | laptop | prod | public | SELECT | customers | SUCCESS | 20 | 0 | SELECT * FROM customers WHERE city = 'Azusa';
2026-04-09 17:13:55 | app_user | employee | s15 | 10.0.0.12 | laptop | prod | public | UPDATE | customers | SUCCESS | 1 | 1 | UPDATE customers SET last_login = '2026-02-24' WHERE customer_id = 145;
2026-04-09 17:13:55 | app_user | employee | s15 | 10.0.0.12 | laptop | prod | public | INSERT | orders | SUCCESS | 1 | 1 | INSERT INTO orders (customer_id, total, status) VALUES (24, 159.1, 'active');
2026-04-09 17:13:55 | app_user | employee | s15 | 10.0.0.12 | laptop | prod | public | INSERT | customers | SUCCESS | 1 | 1 | INSERT INTO customers (name, city, email, status) VALUES ('user_22', 'Covina', 'u22@mail.com', 'active');
2026-04-09 17:13:55 | app_user | employee | s15 | 10.0.0.12 | laptop | prod | public | UPDATE | customers | SUCCESS | 1 | 0 | UPDATE customers SET city = 'Fullerton' WHERE customer_id = 158;
2026-04-09 17:13:55 | app_user | employee | s15 | 10.0.0.12 | laptop | prod | public | UPDATE | customers | SUCCESS | 1 | 1 | UPDATE customers SET last_login = '2026-03-29' WHERE customer_id = 94;
2026-04-09 17:13:55 | app_user | employee | s15 | 10.0.0.12 | laptop | prod | public | SELECT | orders | SUCCESS | 3 | 0 | SELECT order_id, total FROM orders WHERE customer_id = 12;
2026-04-09 17:13:55 | app_user | employee | s15 | 10.0.0.12 | laptop | prod | public | UPDATE | products | SUCCESS | 1 | 1 | UPDATE products SET stock = 133 WHERE product_id = 15;
2026-04-09 17:13:55 | app_user | employee | s15 | 10.0.0.12 | laptop | prod | public | SELECT | customers | SUCCESS | 19 | 0 | SELECT * FROM customers WHERE city = 'Covina';
2026-04-09 17:13:55 | app_user | employee | s15 | 10.0.0.12 | laptop | prod | public | SELECT | orders | SUCCESS | 120 | 1 | SELECT * FROM orders WHERE status = 'shipped';
2026-04-09 17:13:55 | app_user | employee | s15 | 10.0.0.12 | laptop | prod | public | UPDATE | customers | SUCCESS | 1 | 1 | UPDATE customers SET last_login = '2026-03-07' WHERE customer_id = 5;
2026-04-09 17:13:55 | app_user | employee | s15 | 10.0.0.12 | laptop | prod | public | UPDATE | products | SUCCESS | 1 | 0 | UPDATE products SET price = 140.09 WHERE product_id = 26;
2026-04-09 17:13:55 | app_user | employee | s15 | 10.0.0.12 | laptop | prod | public | SELECT | customers | SUCCESS | 1 | 0 | SELECT * FROM customers WHERE customer_id = 89;
2026-04-09 17:13:55 | app_user | employee | s15 | 10.0.0.12 | laptop | prod | public | UPDATE | customers | SUCCESS | 1 | 1 | UPDATE customers SET status = 'active' WHERE customer_id = 72;
2026-04-09 17:13:55 | app_user | employee | s15 | 10.0.0.12 | laptop | prod | public | INSERT | orders | SUCCESS | 1 | 1 | INSERT INTO orders (customer_id, total, status) VALUES (107, 93.32, 'inactive');
2026-04-09 17:13:55 | app_user | employee | s15 | 10.0.0.12 | laptop | prod | public | SELECT | customers | SUCCESS | 200 | 1 | SELECT * FROM customers WHERE last_login > '2026-02-09';
2026-04-09 17:13:55 | app_user | employee | s15 | 10.0.0.12 | laptop | prod | public | SELECT | products | SUCCESS | 13 | 0 | SELECT * FROM products WHERE category = 'clothing';
2026-04-09 17:13:55 | app_user | employee | s15 | 10.0.0.12 | laptop | prod | public | SELECT | orders | SUCCESS | 365 | 1 | SELECT * FROM orders WHERE total > 151.42;
2026-04-09 17:13:56 | app_user | employee | s15 | 10.0.0.12 | laptop | prod | public | UPDATE | customers | SUCCESS | 1 | 1 | UPDATE customers SET last_login = '2026-04-03' WHERE customer_id = 157;
2026-04-09 17:13:56 | app_user | employee | s15 | 10.0.0.12 | laptop | prod | public | SELECT | customers | SUCCESS | 1 | 1 | SELECT * FROM customers WHERE customer_id = 167;
2026-04-09 17:13:56 | app_user | employee | s15 | 10.0.0.12 | laptop | prod | public | SELECT | orders | SUCCESS | 1 | 1 | SELECT COUNT(*) FROM orders WHERE order_date > '2026-03-28';
2026-04-09 17:13:56 | app_user | employee | s15 | 10.0.0.12 | laptop | prod | public | UPDATE | customers | SUCCESS | 1 | 0 | UPDATE customers SET last_login = '2026-03-19' WHERE customer_id = 64;
2026-04-09 17:13:56 | app_user | employee | s15 | 10.0.0.12 | laptop | prod | public | INSERT | orders | SUCCESS | 1 | 1 | INSERT INTO orders (customer_id, total, status) VALUES (165, 38.49, 'inactive');
2026-04-09 17:13:56 | app_user | employee | s15 | 10.0.0.12 | laptop | prod | public | SELECT | orders | SUCCESS | 2 | 0 | SELECT order_id, total FROM orders WHERE customer_id = 189;
2026-04-09 17:13:56 | app_user | employee | s15 | 10.0.0.12 | laptop | prod | public | SELECT | customers | SUCCESS | 1 | 0 | SELECT COUNT(*) FROM customers WHERE status = 'inactive';
2026-04-09 17:13:56 | app_user | employee | s15 | 10.0.0.12 | laptop | prod | public | SELECT | orders | SUCCESS | 2 | 0 | SELECT * FROM orders WHERE customer_id = 150;
2026-04-09 17:13:56 | app_user | employee | s15 | 10.0.0.12 | laptop | prod | public | UPDATE | customers | SUCCESS | 1 | 1 | UPDATE customers SET status = 'pending' WHERE customer_id = 24;
2026-04-09 17:13:56 | app_user | employee | s15 | 10.0.0.12 | laptop | prod | public | INSERT | customers | SUCCESS | 1 | 0 | INSERT INTO customers (name, city, email, status) VALUES ('user_135', 'Claremont', 'u135@mail.com', 'inactive');
2026-04-09 17:13:56 | app_user | employee | s15 | 10.0.0.12 | laptop | prod | public | SELECT | orders | SUCCESS | 3 | 0 | SELECT order_id, total FROM orders WHERE customer_id = 39;
2026-04-09 17:13:56 | app_user | employee | s15 | 10.0.0.12 | laptop | prod | public | SELECT | products | SUCCESS | 69 | 1 | SELECT * FROM products WHERE stock > 63;
2026-04-09 17:13:56 | app_user | employee | s15 | 10.0.0.12 | laptop | prod | public | UPDATE | customers | SUCCESS | 1 | 1 | UPDATE customers SET last_login = '2026-03-01' WHERE customer_id = 151;
2026-04-09 17:13:56 | app_user | employee | s15 | 10.0.0.12 | laptop | prod | public | SELECT | orders | SUCCESS | 3 | 1 | SELECT order_id, total FROM orders WHERE customer_id = 54;
2026-04-09 17:13:56 | app_user | employee | s15 | 10.0.0.12 | laptop | prod | public | INSERT | customers | SUCCESS | 1 | 1 | INSERT INTO customers (name, city, email, status) VALUES ('user_23', 'Pomona', 'u23@mail.com', 'pending');
2026-04-09 17:13:56 | app_user | employee | s15 | 10.0.0.12 | laptop | prod | public | UPDATE | products | SUCCESS | 1 | 0 | UPDATE products SET stock = 17 WHERE product_id = 59;
2026-04-09 17:13:56 | app_user | employee | s15 | 10.0.0.12 | laptop | prod | public | UPDATE | customers | SUCCESS | 1 | 1 | UPDATE customers SET last_login = '2026-03-06' WHERE customer_id = 141;
2026-04-09 17:13:56 | app_user | employee | s15 | 10.0.0.12 | laptop | prod | public | SELECT | orders | SUCCESS | 2 | 0 | SELECT order_id, total FROM orders WHERE customer_id = 147;

2026-04-09 17:13:56 | dev_user | employee | s16 | 10.0.0.31 | workstation | prod | public | SELECT | orders | SUCCESS | 2 | 1 | SELECT order_id, total FROM orders WHERE customer_id = 158;
2026-04-09 17:13:56 | dev_user | employee | s16 | 10.0.0.31 | workstation | prod | public | UPDATE | customers | SUCCESS | 1 | 2 | UPDATE customers SET status = 'pending' WHERE customer_id = 1;
2026-04-09 17:13:56 | dev_user | employee | s16 | 10.0.0.31 | workstation | prod | public | UPDATE | customers | SUCCESS | 1 | 1 | UPDATE customers SET city = 'Fullerton' WHERE customer_id = 164;
2026-04-09 17:13:56 | dev_user | employee | s16 | 10.0.0.31 | workstation | prod | public | SELECT | customers | SUCCESS | 16 | 1 | SELECT * FROM customers WHERE city = 'Irvine';
2026-04-09 17:13:56 | dev_user | employee | s16 | 10.0.0.31 | workstation | prod | public | SELECT | orders | SUCCESS | 2 | 0 | SELECT order_id, total FROM orders WHERE customer_id = 124;
2026-04-09 17:13:56 | dev_user | employee | s16 | 10.0.0.31 | workstation | prod | public | SELECT | products | SUCCESS | 51 | 1 | SELECT * FROM products WHERE price > 250;
2026-04-09 17:13:56 | dev_user | employee | s16 | 10.0.0.31 | workstation | prod | public | SELECT | customers | SUCCESS | 1 | 0 | SELECT name, email FROM customers WHERE customer_id = 43;
2026-04-09 17:13:56 | dev_user | employee | s16 | 10.0.0.31 | workstation | prod | public | UPDATE | products | SUCCESS | 1 | 1 | UPDATE products SET stock = 9 WHERE product_id = 48;
2026-04-09 17:13:56 | dev_user | employee | s16 | 10.0.0.31 | workstation | prod | public | UPDATE | products | SUCCESS | 1 | 1 | UPDATE products SET stock = 79 WHERE product_id = 57;
2026-04-09 17:13:57 | dev_user | employee | s16 | 10.0.0.31 | workstation | prod | public | SELECT | customers | SUCCESS | 1 | 1 | SELECT COUNT(*) FROM customers WHERE status = 'active';
2026-04-09 17:13:57 | dev_user | employee | s16 | 10.0.0.31 | workstation | prod | public | UPDATE | products | SUCCESS | 1 | 1 | UPDATE products SET price = 213.03 WHERE product_id = 88;
2026-04-09 17:13:57 | dev_user | employee | s16 | 10.0.0.31 | workstation | prod | public | SELECT | products | SUCCESS | 1 | 0 | SELECT name, price FROM products WHERE product_id = 98;
2026-04-09 17:13:57 | dev_user | employee | s16 | 10.0.0.31 | workstation | prod | public | UPDATE | orders | SUCCESS | 1 | 1 | UPDATE orders SET status = 'active' WHERE order_id = 282;

2026-04-09 17:13:57 | analyst | employee | s17 | 10.0.0.21 | laptop | prod | public | SELECT | customers | SUCCESS | 1 | 2 | SELECT name, email FROM customers WHERE customer_id = 157;
2026-04-09 17:13:57 | analyst | employee | s17 | 10.0.0.21 | laptop | prod | public | UPDATE | products | SUCCESS | 1 | 1 | UPDATE products SET stock = 182 WHERE product_id = 91;
2026-04-09 17:13:57 | analyst | employee | s17 | 10.0.0.21 | laptop | prod | public | UPDATE | customers | SUCCESS | 1 | 1 | UPDATE customers SET city = 'Azusa' WHERE customer_id = 137;
2026-04-09 17:13:57 | analyst | employee | s17 | 10.0.0.21 | laptop | prod | public | SELECT | orders | SUCCESS | 1 | 2 | SELECT COUNT(*) FROM orders WHERE order_date > '2026-03-23';
2026-04-09 17:13:57 | analyst | employee | s17 | 10.0.0.21 | laptop | prod | public | SELECT | orders | SUCCESS | 120 | 1 | SELECT * FROM orders WHERE status = 'shipped';
2026-04-09 17:13:57 | analyst | employee | s17 | 10.0.0.21 | laptop | prod | public | SELECT | products | SUCCESS | 1 | 0 | SELECT name, price FROM products WHERE product_id = 66;
2026-04-09 17:13:57 | analyst | employee | s17 | 10.0.0.21 | laptop | prod | public | SELECT | products | SUCCESS | 12 | 0 | SELECT * FROM products WHERE category = 'office';
2026-04-09 17:13:57 | analyst | employee | s17 | 10.0.0.21 | laptop | prod | public | INSERT | customers | SUCCESS | 1 | 1 | INSERT INTO customers (name, city, email, status) VALUES ('user_112', 'Covina', 'u112@mail.com', 'active');
2026-04-09 17:13:57 | analyst | employee | s17 | 10.0.0.21 | laptop | prod | public | SELECT | customers | SUCCESS | 1 | 1 | SELECT COUNT(*) FROM customers WHERE status = 'inactive';
2026-04-09 17:13:57 | analyst | employee | s17 | 10.0.0.21 | laptop | prod | public | UPDATE | customers | SUCCESS | 1 | 1 | UPDATE customers SET status = 'active' WHERE customer_id = 153;
2026-04-09 17:13:57 | analyst | employee | s17 | 10.0.0.21 | laptop | prod | public | SELECT | orders | SUCCESS | 1 | 0 | SELECT COUNT(*) FROM orders WHERE order_date > '2026-02-28';
2026-04-09 17:13:57 | analyst | employee | s17 | 10.0.0.21 | laptop | prod | public | SELECT | orders | SUCCESS | 2 | 0 | SELECT order_id, total FROM orders WHERE customer_id = 174;
2026-04-09 17:13:57 | analyst | employee | s17 | 10.0.0.21 | laptop | prod | public | SELECT | products | SUCCESS | 92 | 1 | SELECT * FROM products WHERE price > 50;
2026-04-09 17:13:57 | analyst | employee | s17 | 10.0.0.21 | laptop | prod | public | SELECT | orders | SUCCESS | 120 | 0 | SELECT * FROM orders WHERE status = 'shipped';
2026-04-09 17:13:57 | analyst | employee | s17 | 10.0.0.21 | laptop | prod | public | UPDATE | customers | SUCCESS | 1 | 1 | UPDATE customers SET city = 'Pomona' WHERE customer_id = 40;
2026-04-09 17:13:57 | analyst | employee | s17 | 10.0.0.21 | laptop | prod | public | SELECT | products | SUCCESS | 12 | 0 | SELECT * FROM products WHERE category = 'office';
2026-04-09 17:13:57 | analyst | employee | s17 | 10.0.0.21 | laptop | prod | public | SELECT | products | SUCCESS | 12 | 0 | SELECT * FROM products WHERE category = 'electronics';
2026-04-09 17:13:57 | analyst | employee | s17 | 10.0.0.21 | laptop | prod | public | SELECT | customers | SUCCESS | 1 | 0 | SELECT name, email FROM customers WHERE customer_id = 148;
2026-04-09 17:13:57 | analyst | employee | s17 | 10.0.0.21 | laptop | prod | public | SELECT | products | SUCCESS | 67 | 0 | SELECT * FROM products WHERE stock > 66;
2026-04-09 17:13:57 | analyst | employee | s17 | 10.0.0.21 | laptop | prod | public | SELECT | products | SUCCESS | 1 | 0 | SELECT name, price FROM products WHERE product_id = 86;
2026-04-09 17:13:57 | analyst | employee | s17 | 10.0.0.21 | laptop | prod | public | SELECT | orders | SUCCESS | 2 | 0 | SELECT order_id, total FROM orders WHERE customer_id = 121;
2026-04-09 17:13:57 | analyst | employee | s17 | 10.0.0.21 | laptop | prod | public | SELECT | customers | SUCCESS | 1 | 1 | SELECT * FROM customers WHERE customer_id = 145;
2026-04-09 17:13:57 | analyst | employee | s17 | 10.0.0.21 | laptop | prod | public | UPDATE | products | SUCCESS | 1 | 1 | UPDATE products SET price = 344.56 WHERE product_id = 17;
2026-04-09 17:13:57 | analyst | employee | s17 | 10.0.0.21 | laptop | prod | public | SELECT | products | SUCCESS | 1 | 1 | SELECT COUNT(*) FROM products WHERE category = 'toys';

2026-04-09 17:13:58 | dev_user | employee | s18 | 10.0.0.30 | laptop | prod | public | UPDATE | products | SUCCESS | 1 | 4 | UPDATE products SET price = 75.24 WHERE product_id = 64;
2026-04-09 17:13:58 | dev_user | employee | s18 | 10.0.0.30 | laptop | prod | public | UPDATE | products | SUCCESS | 1 | 1 | UPDATE products SET stock = 191 WHERE product_id = 83;
2026-04-09 17:13:58 | dev_user | employee | s18 | 10.0.0.30 | laptop | prod | public | SELECT | products | SUCCESS | 41 | 1 | SELECT * FROM products WHERE price > 300;
